source_id,track_id,evidence_role,tier,title,publisher,url,published_at,accessed_at,page_or_timecode,claim_supported,license,independence_group,notes
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023-route-1,cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,competition-course,B,Campeonato Nacional Drift Chile Stage 2,Somos PRMTV,https://www.youtube.com/watch?v=Sg3ZuKP9BlQ,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Somos PRMTV,Do not use as a traceable drawing substrate.
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023-route-2,cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,competition-course corroboration,B,Stage 2 competition coverage,Reaxion Racing,https://www.youtube.com/watch?v=oq9sbECPs28,,2026-08-17,00:00–09:55 independent team coverage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,Reaxion Racing,Required where the primary route source is B tier.
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023-identity,cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,event-identity,S,Venue event page,official organizer / sanctioning body,https://asasanantonio.cl/actividades/campeonato-nacional-de-drift-chileno/,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023-venue,cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,venue-map-only,A,OpenStreetMap context search — Autodromo San Antonio,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Autodromo%20San%20Antonio%2C%20San%20Antonio%2C%20Chile,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018-route-1,cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018,competition-course,A,VivaDrift 2018 Round 2 recap,Adrift Drifting Costa Rica,https://www.youtube.com/watch?v=9OCchkI0cBc,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Adrift Drifting Costa Rica,Do not use as a traceable drawing substrate.
cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018-route-2,cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018,competition-course corroboration,B,Second-round GoPro course footage,mundomotorizado,https://www.youtube.com/watch?v=mMeerXBoM5E,,2026-08-17,00:00–01:57 continuous onboard course view,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,mundomotorizado,Required where the primary route source is B tier.
cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018-venue,cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018,venue-map-only,A,OpenStreetMap context search — Parque Viva Circuito StarCars,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Parque%20Viva%20Circuito%20StarCars%2C%20Alajuela%2C%20Costa%20Rica,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
om-muscat-muscat-drift-arena-oman-international-drift-champio-2024-route-1,om-muscat-muscat-drift-arena-oman-international-drift-champio-2024,competition-course,S,OIDC 2024 Round 1,Oman Automobile Association (OFFICIAL),https://www.youtube.com/watch?v=mSwUHvIhA3s,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Oman Automobile Association (OFFICIAL),Do not use as a traceable drawing substrate.
om-muscat-muscat-drift-arena-oman-international-drift-champio-2024-venue,om-muscat-muscat-drift-arena-oman-international-drift-champio-2024,venue-map-only,A,OpenStreetMap context search — Muscat Drift Arena,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Muscat%20Drift%20Arena%2C%20Muscat%2C%20Oman,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022-route-1,sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022,competition-course,S,Red Bull Car Park Drift World Final Saudi Arabia,Red Bull Motorsports,https://www.youtube.com/watch?v=R-X8nmb3IAE,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Red Bull Motorsports,Do not use as a traceable drawing substrate.
sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022-venue,sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022,venue-map-only,A,OpenStreetMap context search — Jeddah Corniche event site,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Jeddah%20Corniche%20event%20site%2C%20Jeddah%2C%20Saudi%20Arabia,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
za-port-shepstone-dezzi-raceway-supadrift-2016-route-1,za-port-shepstone-dezzi-raceway-supadrift-2016,competition-course,B,SupaDrift Round 5 Dezzi event film,Colin Snell,https://www.youtube.com/watch?v=BZZv7e1ri0A,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Colin Snell,Do not use as a traceable drawing substrate.
za-port-shepstone-dezzi-raceway-supadrift-2016-route-2,za-port-shepstone-dezzi-raceway-supadrift-2016,competition-course corroboration,B,SupaDrift Dezzi complete-run clips,Bradley King,https://www.youtube.com/watch?v=vp2SxssPopo,,2026-08-17,00:00–00:34 complete run; supported by multiple same-day clips,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,Bradley King,Required where the primary route source is B tier.
za-port-shepstone-dezzi-raceway-supadrift-2016-venue,za-port-shepstone-dezzi-raceway-supadrift-2016,venue-map-only,A,OpenStreetMap context search — Dezzi Raceway,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Dezzi%20Raceway%2C%20Port%20Shepstone%2C%20South%20Africa,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
jp-maibara-okuibuki-motor-park-formula-drift-japan-2024-route-1,jp-maibara-okuibuki-motor-park-formula-drift-japan-2024,competition-course,S,FDJ 2024 Okuibuki Top 16,Formula DRIFT,https://www.youtube.com/watch?v=jYIMgC_L4ZE,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Formula DRIFT,Do not use as a traceable drawing substrate.
jp-maibara-okuibuki-motor-park-formula-drift-japan-2024-venue,jp-maibara-okuibuki-motor-park-formula-drift-japan-2024,venue-map-only,A,OpenStreetMap context search — Okuibuki Motor Park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Okuibuki%20Motor%20Park%2C%20Maibara%2C%20Japan,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
us-grantsville-utah-motorsports-campus-formula-drift-2025-route-1,us-grantsville-utah-motorsports-campus-formula-drift-2025,competition-course,S,Formula DRIFT Utah 2025 Top 16,Formula DRIFT,https://www.youtube.com/watch?v=MElLPKw8o0s,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Formula DRIFT,Do not use as a traceable drawing substrate.
us-grantsville-utah-motorsports-campus-formula-drift-2025-venue,us-grantsville-utah-motorsports-campus-formula-drift-2025,venue-map-only,A,OpenStreetMap context search — Utah Motorsports Campus,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Utah%20Motorsports%20Campus%2C%20Grantsville%2C%20United%20States,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
de-grafenhainichen-ferropolis-drift-masters-2023-route-1,de-grafenhainichen-ferropolis-drift-masters-2023,competition-course,S,DMEC Germany 2023 Qualifying,Drift Masters,https://www.youtube.com/watch?v=DCLN-cSb58A,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
de-grafenhainichen-ferropolis-drift-masters-2023-venue,de-grafenhainichen-ferropolis-drift-masters-2023,venue-map-only,A,OpenStreetMap context search — Ferropolis,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Ferropolis%2C%20Grafenhainichen%2C%20Germany,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021-route-1,eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021,competition-course,B,Red Bull Car Park Drift Egypt 2021 event film,M. Hesham,https://www.youtube.com/watch?v=x123bNOoL1c,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,M. Hesham,Do not use as a traceable drawing substrate.
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021-route-2,eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021,competition-course corroboration,B,Red Bull Car Park Drift Egypt 2021 finals footage,TFT Industrial,https://www.youtube.com/watch?v=iqcjjSRRoig,,2026-08-17,00:00–02:38 independent event footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,TFT Industrial,Required where the primary route source is B tier.
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021-identity,eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021,event-identity,S,Official Red Bull page naming Cairo 2021 World Championship,official organizer / sanctioning body,https://www.redbull.com/mea-en/emirati-drifter-mohammed-al-mansoori-wins-red-bull-car-park-drift-uae-2021,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021-venue,eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021,venue-map-only,A,OpenStreetMap context search — Cairo Festival City event site,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Cairo%20Festival%20City%20event%20site%2C%20Cairo%2C%20Egypt,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
gb-middlesbrough-teesside-autodrome-drift-league-gb-2026-route-1,gb-middlesbrough-teesside-autodrome-drift-league-gb-2026,competition-course,S,Drift League GB 2026 Teesside Pro Class,Drift League GB,https://www.youtube.com/watch?v=r5RoasjlM84,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift League GB,Do not use as a traceable drawing substrate.
gb-middlesbrough-teesside-autodrome-drift-league-gb-2026-venue,gb-middlesbrough-teesside-autodrome-drift-league-gb-2026,venue-map-only,A,OpenStreetMap context search — Teesside Autodrome,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Teesside%20Autodrome%2C%20Middlesbrough%2C%20United%20Kingdom,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
us-jupiter-palm-beach-international-raceway-formula-drift-2013-route-1,us-jupiter-palm-beach-international-raceway-formula-drift-2013,competition-course,S,Formula DRIFT Palm Beach 2013 Top 16,Formula DRIFT,https://www.youtube.com/watch?v=c63nGie-QGU,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Formula DRIFT,Do not use as a traceable drawing substrate.
us-jupiter-palm-beach-international-raceway-formula-drift-2013-venue,us-jupiter-palm-beach-international-raceway-formula-drift-2013,venue-map-only,A,OpenStreetMap context search — Palm Beach International Raceway,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Palm%20Beach%20International%20Raceway%2C%20Jupiter%2C%20United%20States,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
se-fallfors-drivecenter-arena-drift-masters-2023-route-1,se-fallfors-drivecenter-arena-drift-masters-2023,competition-course,S,DMEC Sweden 2023 Qualifying,Drift Masters,https://www.youtube.com/watch?v=XuDRIkL25us,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
se-fallfors-drivecenter-arena-drift-masters-2023-venue,se-fallfors-drivecenter-arena-drift-masters-2023,venue-map-only,A,OpenStreetMap context search — Drivecenter Arena,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Drivecenter%20Arena%2C%20F%C3%A4llfors%2C%20Sweden,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
br-piracicaba-ecpa-ultimate-drift-2023-route-1,br-piracicaba-ecpa-ultimate-drift-2023,competition-course,S,Ultimate Drift Piracicaba 2023 official battles,Ultimate Drift,https://www.youtube.com/watch?v=V79UtmFTTwQ,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Ultimate Drift,Do not use as a traceable drawing substrate.
br-piracicaba-ecpa-ultimate-drift-2023-venue,br-piracicaba-ecpa-ultimate-drift-2023,venue-map-only,A,OpenStreetMap context search — ECPA,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=ECPA%2C%20Piracicaba%2C%20Brazil,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
ca-mirabel-icar-route-66-dmcc-2024-route-1,ca-mirabel-icar-route-66-dmcc-2024,competition-course,A,DMCC Finale ICAR Mirabel,ICAR Route 66,https://www.youtube.com/watch?v=Xk0N9eoW5ls,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,ICAR Route 66,Do not use as a traceable drawing substrate.
ca-mirabel-icar-route-66-dmcc-2024-venue,ca-mirabel-icar-route-66-dmcc-2024,venue-map-only,A,OpenStreetMap context search — ICAR Route 66,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=ICAR%20Route%2066%2C%20Mirabel%2C%20Canada,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
jp-oyama-fuji-speedway-d1gp-2016-route-1,jp-oyama-fuji-speedway-d1gp-2016,competition-course,A,D1GP Fuji 2016 spectator manual,VIDEO OPTION,https://www.youtube.com/watch?v=fDO_DzXY1ew,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,VIDEO OPTION,Do not use as a traceable drawing substrate.
jp-oyama-fuji-speedway-d1gp-2016-identity,jp-oyama-fuji-speedway-d1gp-2016,event-identity,S,Official 2016 schedule,official organizer / sanctioning body,https://www.d1gp.co.jp/03_sche/gp2016/gp2016_index.html,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
jp-oyama-fuji-speedway-d1gp-2016-venue,jp-oyama-fuji-speedway-d1gp-2016,venue-map-only,A,OpenStreetMap context search — Fuji Speedway,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Fuji%20Speedway%2C%20Oyama%2C%20Japan,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012-route-1,th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012,competition-course,B,D1 Japan vs Thailand 2012,TunerConcept,https://www.youtube.com/watch?v=gull08O0k4g,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,TunerConcept,Do not use as a traceable drawing substrate.
th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012-route-2,th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012,competition-course corroboration,B,D1GP Thailand 2012 event film,JiewRock,https://www.youtube.com/watch?v=ScJdKQWJ57E,,2026-08-17,00:00–07:31 independent event footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,JiewRock,Required where the primary route source is B tier.
th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012-venue,th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012,venue-map-only,A,OpenStreetMap context search — D1 Thailand temporary venue,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=D1%20Thailand%20temporary%20venue%2C%20Bangkok%2C%20Thailand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
gb-lochgelly-driftland-drift-league-gb-2024-route-1,gb-lochgelly-driftland-drift-league-gb-2024,competition-course,B,Drift League GB 2024 Driftland,CPC Motorsport Media,https://www.youtube.com/watch?v=zgNeaoSoqsQ,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,CPC Motorsport Media,Do not use as a traceable drawing substrate.
gb-lochgelly-driftland-drift-league-gb-2024-route-2,gb-lochgelly-driftland-drift-league-gb-2024,competition-course corroboration,B,Driftland event coverage,Drift4you,https://www.youtube.com/watch?v=mxPium1DxOc,,2026-08-17,00:00–08:28 independent event footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,Drift4you,Required where the primary route source is B tier.
gb-lochgelly-driftland-drift-league-gb-2024-venue,gb-lochgelly-driftland-drift-league-gb-2024,venue-map-only,A,OpenStreetMap context search — Driftland,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Driftland%2C%20Lochgelly%2C%20United%20Kingdom,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
jp-murata-sportsland-sugo-d1gp-2006-route-1,jp-murata-sportsland-sugo-d1gp-2006,competition-course,A,2006 D1GP Sugo Part 1,D1GP MOVIE CHANNEL,https://www.youtube.com/watch?v=4SqkaOB-Wzg,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,D1GP MOVIE CHANNEL,Do not use as a traceable drawing substrate.
jp-murata-sportsland-sugo-d1gp-2006-venue,jp-murata-sportsland-sugo-d1gp-2006,venue-map-only,A,OpenStreetMap context search — Sportsland Sugo,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Sportsland%20Sugo%2C%20Murata%2C%20Japan,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011-route-1,ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011,competition-course,B,Formula Drift Asia Philippines event film,UltraRacing Official,https://www.youtube.com/watch?v=5jZPsmwfJ_E,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,UltraRacing Official,Do not use as a traceable drawing substrate.
ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011-route-2,ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011,competition-course corroboration,B,Formula Drift Asia 2011 event footage,DriftingFromHell,https://www.youtube.com/watch?v=qAYUv5BvM_0,,2026-08-17,00:00–01:38 independent footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,DriftingFromHell,Required where the primary route source is B tier.
ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011-venue,ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011,venue-map-only,A,OpenStreetMap context search — Quirino Grandstand event site,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Quirino%20Grandstand%20event%20site%2C%20Manila%2C%20Philippines,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
pl-warsaw-pge-narodowy-drift-masters-2024-route-1,pl-warsaw-pge-narodowy-drift-masters-2024,competition-course,S,Drift Masters Poland 2024 Top 32,Drift Masters,https://www.youtube.com/watch?v=VRoDJ8jlSP0,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
pl-warsaw-pge-narodowy-drift-masters-2024-venue,pl-warsaw-pge-narodowy-drift-masters-2024,venue-map-only,A,OpenStreetMap context search — PGE Narodowy,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=PGE%20Narodowy%2C%20Warsaw%2C%20Poland,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
